# ============================================
# CHIRP SWEEP: f=0.7000->1.0000Hz  A=1.000  off=0.000  T=15s
# Sample rate: 500 Hz  |  Baud: 460800
# t_ms,pwm_pct,alpha_deg
# ============================================
672407.0,0.0,0.0
# BASELINE_START
672410.0,0.0,0.0
672411.0,0.0,0.0
672413.0,0.0,0.0
672415.0,0.0,0.0
672417.0,0.0,0.0
672419.0,0.0,0.0
672421.0,0.0,0.0
672423.0,0.0,0.0
672425.0,0.0,0.0
672427.0,0.0,0.0
672429.0,0.0,0.0
672431.0,0.0,0.0
672433.0,0.0,0.0
672435.0,0.0,0.0
672437.0,0.0,0.0
672439.0,0.0,0.0
672441.0,0.0,0.0
672443.0,0.0,0.0
672445.0,0.0,0.0
672447.0,0.0,0.0
672449.0,0.0,0.0
672451.0,0.0,0.0
672453.0,0.0,0.0
672455.0,0.0,0.0
672457.0,0.0,0.0
672459.0,0.0,0.0
672461.0,0.0,0.0
672463.0,0.0,0.0
672465.0,0.0,0.0
672467.0,0.0,0.0
672469.0,0.0,0.0
672471.0,0.0,0.0
672473.0,0.0,0.0
672475.0,0.0,0.0
672477.0,0.0,0.0
672479.0,0.0,0.0
672481.0,0.0,0.0
672483.0,0.0,0.0
672485.0,0.0,0.0
672487.0,0.0,0.0
672489.0,0.0,0.0
672491.0,0.0,0.0
672493.0,0.0,0.0
672495.0,0.0,0.0
672497.0,0.0,0.0
672499.0,0.0,0.0
672501.0,0.0,0.0
672503.0,0.0,0.0
672505.0,0.0,0.0
672507.0,0.0,0.0
672509.0,0.0,0.0
672511.0,0.0,0.0
672513.0,0.0,0.0
672515.0,0.0,0.0
672517.0,0.0,0.0
672519.0,0.0,0.0
672521.0,0.0,0.0
672523.0,0.0,0.0
672525.0,0.0,0.0
672527.0,0.0,0.0
672529.0,0.0,0.0
672531.0,0.0,0.0
672533.0,0.0,0.0
672535.0,0.0,0.0
672537.0,0.0,0.0
672539.0,0.0,0.0
672541.0,0.0,0.0
672543.0,0.0,0.0
672545.0,0.0,0.0
672547.0,0.0,0.0
672549.0,0.0,0.0
672551.0,0.0,0.0
672553.0,0.0,0.0
672555.0,0.0,0.0
672557.0,0.0,0.0
672559.0,0.0,0.0
672561.0,0.0,0.0
672563.0,0.0,0.0
672565.0,0.0,0.0
672567.0,0.0,0.0
672569.0,0.0,0.0
672571.0,0.0,0.0
672573.0,0.0,0.0
672575.0,0.0,0.0
672577.0,0.0,0.0
672579.0,0.0,0.0
672581.0,0.0,0.0
672583.0,0.0,0.0
672585.0,0.0,0.0
672587.0,0.0,0.0
672589.0,0.0,0.0
672591.0,0.0,0.0
672593.0,0.0,0.0
672595.0,0.0,0.0
672597.0,0.0,0.0
672599.0,0.0,0.0
672601.0,0.0,0.0
672603.0,0.0,0.0
672605.0,0.0,0.0
672607.0,0.0,0.0
672609.0,0.0,0.0
672611.0,0.0,0.0
672613.0,0.0,0.0
672615.0,0.0,0.0
672617.0,0.0,0.0
672619.0,0.0,0.0
672621.0,0.0,0.0
672623.0,0.0,0.0
672625.0,0.0,0.0
672627.0,0.0,0.0
672629.0,0.0,0.0
672631.0,0.0,0.0
672633.0,0.0,0.0
672635.0,0.0,0.0
672637.0,0.0,0.0
672639.0,0.0,0.0
672641.0,0.0,0.0
672643.0,0.0,0.0
672645.0,0.0,0.0
672647.0,0.0,0.0
672649.0,0.0,0.0
672651.0,0.0,0.0
672653.0,0.0,0.0
672655.0,0.0,0.0
672657.0,0.0,0.0
672659.0,0.0,0.0
672661.0,0.0,0.0
672663.0,0.0,0.0
672665.0,0.0,0.0
672667.0,0.0,0.0
672669.0,0.0,0.0
672671.0,0.0,0.0
672673.0,0.0,0.0
672675.0,0.0,0.0
672677.0,0.0,0.0
672679.0,0.0,0.0
672681.0,0.0,0.0
672683.0,0.0,0.0
672685.0,0.0,0.0
672687.0,0.0,0.0
672689.0,0.0,0.0
672691.0,0.0,0.0
672693.0,0.0,0.0
672695.0,0.0,0.0
672697.0,0.0,0.0
672699.0,0.0,0.0
672701.0,0.0,0.0
672703.0,0.0,0.0
672705.0,0.0,0.0
672707.0,0.0,0.0
672709.0,0.0,0.0
672711.0,0.0,0.0
672713.0,0.0,0.0
672715.0,0.0,0.0
672717.0,0.0,0.0
672719.0,0.0,0.0
672721.0,0.0,0.0
672723.0,0.0,0.0
672725.0,0.0,0.0
672727.0,0.0,0.0
672729.0,0.0,0.0
672731.0,0.0,0.0
672733.0,0.0,0.0
672735.0,0.0,0.0
672737.0,0.0,0.0
672739.0,0.0,0.0
672741.0,0.0,0.0
672743.0,0.0,0.0
672745.0,0.0,0.0
672747.0,0.0,0.0
672749.0,0.0,0.0
672751.0,0.0,0.0
672753.0,0.0,0.0
672755.0,0.0,0.0
672757.0,0.0,0.0
672759.0,0.0,0.0
672761.0,0.0,0.0
672763.0,0.0,0.0
672765.0,0.0,0.0
672767.0,0.0,0.0
672769.0,0.0,0.0
672771.0,0.0,0.0
672773.0,0.0,0.0
672775.0,0.0,0.0
672777.0,0.0,0.0
672779.0,0.0,0.0
672781.0,0.0,0.0
672783.0,0.0,0.0
672785.0,0.0,0.0
672787.0,0.0,0.0
672789.0,0.0,0.0
672791.0,0.0,0.0
672793.0,0.0,0.0
672795.0,0.0,0.0
672797.0,0.0,0.0
672799.0,0.0,0.0
672801.0,0.0,0.0
672803.0,0.0,0.0
672805.0,0.0,0.0
672807.0,0.0,0.0
672809.0,0.0,0.0
672811.0,0.0,0.0
672813.0,0.0,0.0
672815.0,0.0,0.0
672817.0,0.0,0.0
672819.0,0.0,0.0
672821.0,0.0,0.0
672823.0,0.0,0.0
672825.0,0.0,0.0
672827.0,0.0,0.0
672829.0,0.0,0.0
672831.0,0.0,0.0
672833.0,0.0,0.0
672835.0,0.0,0.0
672837.0,0.0,0.0
672839.0,0.0,0.0
672841.0,0.0,0.0
672843.0,0.0,0.0
672845.0,0.0,0.0
672847.0,0.0,0.0
672849.0,0.0,0.0
672851.0,0.0,0.0
672853.0,0.0,0.0
672855.0,0.0,0.0
672857.0,0.0,0.0
672859.0,0.0,0.0
672861.0,0.0,0.0
672863.0,0.0,0.0
672865.0,0.0,0.0
672867.0,0.0,0.0
672869.0,0.0,0.0
672871.0,0.0,0.0
672873.0,0.0,0.0
672875.0,0.0,0.0
672877.0,0.0,0.0
672879.0,0.0,0.0
672881.0,0.0,0.0
672883.0,0.0,0.0
672885.0,0.0,0.0
672887.0,0.0,0.0
672889.0,0.0,0.0
672891.0,0.0,0.0
672893.0,0.0,0.0
672895.0,0.0,0.0
672897.0,0.0,0.0
672899.0,0.0,0.0
672901.0,0.0,0.0
672903.0,0.0,0.0
672905.0,0.0,0.0
672907.0,0.0,0.0
672909.0,0.0,0.0
672911.0,0.0,0.0
672913.0,0.0,0.0
672915.0,0.0,0.0
672917.0,0.0,0.0
672919.0,0.0,0.0
672921.0,0.0,0.0
672923.0,0.0,0.0
672925.0,0.0,0.0
672927.0,0.0,0.0
672929.0,0.0,0.0
672931.0,0.0,0.0
672933.0,0.0,0.0
672935.0,0.0,0.0
672937.0,0.0,0.0
672939.0,0.0,0.0
672941.0,0.0,0.0
672943.0,0.0,0.0
672945.0,0.0,0.0
672947.0,0.0,0.0
672949.0,0.0,0.0
672951.0,0.0,0.0
672953.0,0.0,0.0
672955.0,0.0,0.0
672957.0,0.0,0.0
672959.0,0.0,0.0
672961.0,0.0,0.0
672963.0,0.0,0.0
672965.0,0.0,0.0
672967.0,0.0,0.0
672969.0,0.0,0.0
672971.0,0.0,0.0
672973.0,0.0,0.0
672975.0,0.0,0.0
672977.0,0.0,0.0
672979.0,0.0,0.0
672981.0,0.0,0.0
672983.0,0.0,0.0
672985.0,0.0,0.0
672987.0,0.0,0.0
672989.0,0.0,0.0
672991.0,0.0,0.0
672993.0,0.0,0.0
672995.0,0.0,0.0
672997.0,0.0,0.0
672999.0,0.0,0.0
673001.0,0.0,0.0
673003.0,0.0,0.0
673005.0,0.0,0.0
673007.0,0.0,0.0
673009.0,0.0,0.0
673011.0,0.0,0.0
673013.0,0.0,0.0
673015.0,0.0,0.0
673017.0,0.0,0.0
673019.0,0.0,0.0
673021.0,0.0,0.0
673023.0,0.0,0.0
673025.0,0.0,0.0
673027.0,0.0,0.0
673029.0,0.0,0.0
673031.0,0.0,0.0
673033.0,0.0,0.0
673035.0,0.0,0.0
673037.0,0.0,0.0
673039.0,0.0,0.0
673041.0,0.0,0.0
673043.0,0.0,0.0
673045.0,0.0,0.0
673047.0,0.0,0.0
673049.0,0.0,0.0
673051.0,0.0,0.0
673053.0,0.0,0.0
673055.0,0.0,0.0
673057.0,0.0,0.0
673059.0,0.0,0.0
673061.0,0.0,0.0
673063.0,0.0,0.0
673065.0,0.0,0.0
673067.0,0.0,0.0
673069.0,0.0,0.0
673071.0,0.0,0.0
673073.0,0.0,0.0
673075.0,0.0,0.0
673077.0,0.0,0.0
673079.0,0.0,0.0
673081.0,0.0,0.0
673083.0,0.0,0.0
673085.0,0.0,0.0
673087.0,0.0,0.0
673089.0,0.0,0.0
673091.0,0.0,0.0
673093.0,0.0,0.0
673095.0,0.0,0.0
673097.0,0.0,0.0
673099.0,0.0,0.0
673101.0,0.0,0.0
673103.0,0.0,0.0
673105.0,0.0,0.0
673107.0,0.0,0.0
673109.0,0.0,0.0
673111.0,0.0,0.0
673113.0,0.0,0.0
673115.0,0.0,0.0
673117.0,0.0,0.0
673119.0,0.0,0.0
673121.0,0.0,0.0
673123.0,0.0,0.0
673125.0,0.0,0.0
673127.0,0.0,0.0
673129.0,0.0,0.0
673131.0,0.0,0.0
673133.0,0.0,0.0
673135.0,0.0,0.0
673137.0,0.0,0.0
673139.0,0.0,0.0
673141.0,0.0,0.0
673143.0,0.0,0.0
673145.0,0.0,0.0
673147.0,0.0,0.0
673149.0,0.0,0.0
673151.0,0.0,0.0
673153.0,0.0,0.0
673155.0,0.0,0.0
673157.0,0.0,0.0
673159.0,0.0,0.0
673161.0,0.0,0.0
673163.0,0.0,0.0
673165.0,0.0,0.0
673167.0,0.0,0.0
673169.0,0.0,0.0
673171.0,0.0,0.0
673173.0,0.0,0.0
673175.0,0.0,0.0
673177.0,0.0,0.0
673179.0,0.0,0.0
673181.0,0.0,0.0
673183.0,0.0,0.0
673185.0,0.0,0.0
673187.0,0.0,0.0
673189.0,0.0,0.0
673191.0,0.0,0.0
673193.0,0.0,0.0
673195.0,0.0,0.0
673197.0,0.0,0.0
673199.0,0.0,0.0
673201.0,0.0,0.0
673203.0,0.0,0.0
673205.0,0.0,0.0
673207.0,0.0,0.0
673209.0,0.0,0.0
673211.0,0.0,0.0
673213.0,0.0,0.0
673215.0,0.0,0.0
673217.0,0.0,0.0
673219.0,0.0,0.0
673221.0,0.0,0.0
673223.0,0.0,0.0
673225.0,0.0,0.0
673227.0,0.0,0.0
673229.0,0.0,0.0
673231.0,0.0,0.0
673233.0,0.0,0.0
673235.0,0.0,0.0
673237.0,0.0,0.0
673239.0,0.0,0.0
673241.0,0.0,0.0
673243.0,0.0,0.0
673245.0,0.0,0.0
