# ============================================
# CHIRP SWEEP: f=0.0500->5.0000Hz  A=0.800  off=0.000  T=120s
# Sample rate: 500 Hz  |  Baud: 460800
# t_ms,pwm_pct,alpha_deg
# ============================================
# BASELINE_START
24543.0,0.0,7.47
24544.0,0.0,7.47
24547.0,0.0,7.47
24549.0,0.0,7.47
24551.0,0.0,7.46
24553.0,0.0,7.48
24555.0,0.0,7.47
24557.0,0.0,7.48
24559.0,0.0,7.49
24561.0,0.0,7.46
24563.0,0.0,7.47
24565.0,0.0,7.46
24567.0,0.0,7.44
24569.0,0.0,7.48
24571.0,0.0,7.48
24573.0,0.0,7.46
24575.0,0.0,7.47
24577.0,0.0,7.47
24579.0,0.0,7.47
24581.0,0.0,7.46
24583.0,0.0,7.47
24585.0,0.0,7.47
24587.0,0.0,7.47
24589.0,0.0,7.48
24591.0,0.0,7.47
24593.0,0.0,7.47
24595.0,0.0,7.48
24597.0,0.0,7.44
24599.0,0.0,7.46
24601.0,0.0,7.46
24603.0,0.0,7.47
24605.0,0.0,7.47
24607.0,0.0,7.47
24609.0,0.0,7.48
24611.0,0.0,7.47
24613.0,0.0,7.49
24615.0,0.0,7.46
24617.0,0.0,7.47
24619.0,0.0,7.47
24621.0,0.0,7.47
24623.0,0.0,7.47
24625.0,0.0,7.47
24627.0,0.0,7.46
24629.0,0.0,7.47
24631.0,0.0,7.46
24633.0,0.0,7.47
24635.0,0.0,7.47
24637.0,0.0,7.47
24639.0,0.0,7.46
24641.0,0.0,7.47
24643.0,0.0,7.48
24645.0,0.0,7.46
24647.0,0.0,7.48
24649.0,0.0,7.47
24651.0,0.0,7.47
24653.0,0.0,7.47
24655.0,0.0,7.47
24657.0,0.0,7.47
24659.0,0.0,7.48
24661.0,0.0,7.47
24663.0,0.0,7.46
24665.0,0.0,7.47
24667.0,0.0,7.48
24669.0,0.0,7.48
24671.0,0.0,7.48
24673.0,0.0,7.47
24675.0,0.0,7.47
24677.0,0.0,7.48
24679.0,0.0,7.47
24681.0,0.0,7.46
24683.0,0.0,7.47
24685.0,0.0,7.48
24687.0,0.0,7.47
24689.0,0.0,7.47
24691.0,0.0,7.47
24693.0,0.0,7.46
24695.0,0.0,7.47
24697.0,0.0,7.46
24699.0,0.0,7.47
24701.0,0.0,7.47
24703.0,0.0,7.47
24705.0,0.0,7.47
24707.0,0.0,7.47
24709.0,0.0,7.47
24711.0,0.0,7.46
24713.0,0.0,7.47
24715.0,0.0,7.47
24717.0,0.0,7.47
24719.0,0.0,7.48
24721.0,0.0,7.47
24723.0,0.0,7.46
24725.0,0.0,7.47
24727.0,0.0,7.47
24729.0,0.0,7.48
24731.0,0.0,7.47
24733.0,0.0,7.48
24735.0,0.0,7.46
24737.0,0.0,7.47
