# ============================================
# CHIRP SWEEP: f=0.5000->1.0000Hz  A=1.000  off=0.000  T=10s
# Sample rate: 500 Hz  |  Baud: 460800
# t_ms,pwm_pct,alpha_deg
# ============================================
833219.0,0.0,0.0
# BASELINE_START
833222.0,0.0,0.0
833223.0,0.0,0.0
833225.0,0.0,0.0
833227.0,0.0,0.0
833229.0,0.0,0.0
833231.0,0.0,0.0
833233.0,0.0,0.0
833235.0,0.0,0.0
833237.0,0.0,0.0
833239.0,0.0,0.0
833241.0,0.0,0.0
833243.0,0.0,0.0
833245.0,0.0,0.0
833247.0,0.0,0.0
833249.0,0.0,0.0
833251.0,0.0,0.0
833253.0,0.0,0.0
833255.0,0.0,0.0
833257.0,0.0,0.0
833259.0,0.0,0.0
833261.0,0.0,0.0
833263.0,0.0,0.0
833265.0,0.0,0.0
833267.0,0.0,0.0
833269.0,0.0,0.0
833271.0,0.0,0.0
833273.0,0.0,0.0
833275.0,0.0,0.0
833277.0,0.0,0.0
833279.0,0.0,0.0
833281.0,0.0,0.0
833283.0,0.0,0.0
833285.0,0.0,0.0
833287.0,0.0,0.0
833289.0,0.0,0.0
833291.0,0.0,0.0
833293.0,0.0,0.0
833295.0,0.0,0.0
833297.0,0.0,0.0
833299.0,0.0,0.0
833301.0,0.0,0.0
833303.0,0.0,0.0
833305.0,0.0,0.0
833307.0,0.0,0.0
833309.0,0.0,0.0
833311.0,0.0,0.0
833313.0,0.0,0.0
833315.0,0.0,0.0
833317.0,0.0,0.0
833319.0,0.0,0.0
833321.0,0.0,0.0
833323.0,0.0,0.0
833325.0,0.0,0.0
833327.0,0.0,0.0
833329.0,0.0,0.0
833331.0,0.0,0.0
833333.0,0.0,0.0
833335.0,0.0,0.0
833337.0,0.0,0.0
833339.0,0.0,0.0
833341.0,0.0,0.0
833343.0,0.0,0.0
833345.0,0.0,0.0
833347.0,0.0,0.0
833349.0,0.0,0.0
833351.0,0.0,0.0
833353.0,0.0,0.0
833355.0,0.0,0.0
833357.0,0.0,0.0
833359.0,0.0,0.0
833361.0,0.0,0.0
833363.0,0.0,0.0
833365.0,0.0,0.0
833367.0,0.0,0.0
833369.0,0.0,0.0
833371.0,0.0,0.0
833373.0,0.0,0.0
833375.0,0.0,0.0
833377.0,0.0,0.0
833379.0,0.0,0.0
833381.0,0.0,0.0
833383.0,0.0,0.0
833385.0,0.0,0.0
833387.0,0.0,0.0
833389.0,0.0,0.0
833391.0,0.0,0.0
833393.0,0.0,0.0
833395.0,0.0,0.0
833397.0,0.0,0.0
833399.0,0.0,0.0
833401.0,0.0,0.0
833403.0,0.0,0.0
833405.0,0.0,0.0
833407.0,0.0,0.0
833409.0,0.0,0.0
833411.0,0.0,0.0
833413.0,0.0,0.0
833415.0,0.0,0.0
833417.0,0.0,0.0
833419.0,0.0,0.0
833421.0,0.0,0.0
833423.0,0.0,0.0
833425.0,0.0,0.0
833427.0,0.0,0.0
833429.0,0.0,0.0
833431.0,0.0,0.0
833433.0,0.0,0.0
833435.0,0.0,0.0
833437.0,0.0,0.0
833439.0,0.0,0.0
833441.0,0.0,0.0
833443.0,0.0,0.0
833445.0,0.0,0.0
833447.0,0.0,0.0
833449.0,0.0,0.0
833451.0,0.0,0.0
833453.0,0.0,0.0
833455.0,0.0,0.0
833457.0,0.0,0.0
833459.0,0.0,0.0
833461.0,0.0,0.0
833463.0,0.0,0.0
833465.0,0.0,0.0
833467.0,0.0,0.0
833469.0,0.0,0.0
833471.0,0.0,0.0
833473.0,0.0,0.0
833475.0,0.0,0.0
833477.0,0.0,0.0
833479.0,0.0,0.0
833481.0,0.0,0.0
833483.0,0.0,0.0
833485.0,0.0,0.0
833487.0,0.0,0.0
833489.0,0.0,0.0
833491.0,0.0,0.0
833493.0,0.0,0.0
833495.0,0.0,0.0
833497.0,0.0,0.0
833499.0,0.0,0.0
