# ============================================
# CHIRP SWEEP: f=0.0500->5.0000Hz  A=0.500  off=0.000  T=200s
# Sample rate: 500 Hz  |  Baud: 460800
# t_ms,pwm_pct,alpha_deg
# ============================================
# BASELINE_START
28939.0,0.0,50.0
28940.0,0.0,50.0
28943.0,0.0,50.0
28945.0,0.0,50.0
28947.0,0.0,50.0
28949.0,0.0,50.0
28951.0,0.0,50.0
28953.0,0.0,50.0
28955.0,0.0,50.0
28957.0,0.0,50.0
28959.0,0.0,50.0
28961.0,0.0,50.0
28963.0,0.0,50.0
28965.0,0.0,50.0
28967.0,0.0,50.0
28969.0,0.0,50.0
28971.0,0.0,50.0
28973.0,0.0,50.0
28975.0,0.0,50.0
28977.0,0.0,50.0
28979.0,0.0,50.0
28981.0,0.0,50.0
28983.0,0.0,50.0
28985.0,0.0,50.0
28987.0,0.0,50.0
28989.0,0.0,50.0
28991.0,0.0,50.0
28993.0,0.0,50.0
28995.0,0.0,50.0
28997.0,0.0,50.0
28999.0,0.0,50.0
29001.0,0.0,50.0
29003.0,0.0,50.0
29005.0,0.0,50.0
29007.0,0.0,50.0
29009.0,0.0,50.0
29011.0,0.0,50.0
29013.0,0.0,50.0
29015.0,0.0,50.0
29017.0,0.0,50.0
29019.0,0.0,50.0
29021.0,0.0,50.0
29023.0,0.0,50.0
29025.0,0.0,50.0
29027.0,0.0,50.0
29029.0,0.0,50.0
29031.0,0.0,50.0
29033.0,0.0,50.0
29035.0,0.0,50.0
29037.0,0.0,50.0
29039.0,0.0,50.0
29041.0,0.0,50.0
29043.0,0.0,50.0
29045.0,0.0,50.0
29047.0,0.0,50.0
29049.0,0.0,50.0
29051.0,0.0,50.0
29053.0,0.0,50.0
29055.0,0.0,50.0
29057.0,0.0,50.0
29059.0,0.0,50.0
29061.0,0.0,50.0
29063.0,0.0,50.0
29065.0,0.0,50.0
29067.0,0.0,50.0
29069.0,0.0,50.0
29071.0,0.0,50.0
29073.0,0.0,50.0
29075.0,0.0,50.0
29077.0,0.0,50.0
29079.0,0.0,50.0
29081.0,0.0,50.0
29083.0,0.0,50.0
29085.0,0.0,50.0
29087.0,0.0,50.0
29089.0,0.0,50.0
29091.0,0.0,50.0
29093.0,0.0,50.0
29095.0,0.0,50.0
29097.0,0.0,50.0
29099.0,0.0,50.0
29101.0,0.0,50.0
29103.0,0.0,50.0
29105.0,0.0,50.0
29107.0,0.0,50.0
29109.0,0.0,50.0
29111.0,0.0,50.0
29113.0,0.0,50.0
29115.0,0.0,50.0
29117.0,0.0,50.0
29119.0,0.0,50.0
29121.0,0.0,50.0
29123.0,0.0,50.0
29125.0,0.0,50.0
29127.0,0.0,50.0
29129.0,0.0,50.0
29131.0,0.0,50.0
29133.0,0.0,50.0
29135.0,0.0,50.0
29137.0,0.0,50.0
29139.0,0.0,50.0
29141.0,0.0,50.0
29143.0,0.0,50.0
29145.0,0.0,50.0
29147.0,0.0,50.0
29149.0,0.0,50.0
29151.0,0.0,50.0
29153.0,0.0,50.0
29155.0,0.0,50.0
29157.0,0.0,50.0
29159.0,0.0,50.0
29161.0,0.0,50.0
29163.0,0.0,50.0
29165.0,0.0,50.0
29167.0,0.0,50.0
29169.0,0.0,50.0
29171.0,0.0,50.0
29173.0,0.0,50.0
29175.0,0.0,50.0
29177.0,0.0,50.0
29179.0,0.0,50.0
29181.0,0.0,50.0
29183.0,0.0,50.0
29185.0,0.0,50.0
29187.0,0.0,50.0
29189.0,0.0,50.0
29191.0,0.0,50.0
29193.0,0.0,50.0
29195.0,0.0,50.0
29197.0,0.0,50.0
29199.0,0.0,50.0
29201.0,0.0,50.0
29203.0,0.0,50.0
29205.0,0.0,50.0
29207.0,0.0,50.0
29209.0,0.0,50.0
29211.0,0.0,50.0
29213.0,0.0,50.0
29215.0,0.0,50.0
29217.0,0.0,50.0
29219.0,0.0,50.0
29221.0,0.0,50.0
29223.0,0.0,50.0
29225.0,0.0,50.0
29227.0,0.0,50.0
29229.0,0.0,50.0
29231.0,0.0,50.0
29233.0,0.0,50.0
29235.0,0.0,50.0
29237.0,0.0,50.0
29239.0,0.0,50.0
29241.0,0.0,50.0
29243.0,0.0,50.0
29245.0,0.0,50.0
29247.0,0.0,50.0
29249.0,0.0,50.0
29251.0,0.0,50.0
29253.0,0.0,50.0
29255.0,0.0,50.0
29257.0,0.0,50.0
29259.0,0.0,50.0
29261.0,0.0,50.0
29263.0,0.0,50.0
29265.0,0.0,50.0
29267.0,0.0,50.0
29269.0,0.0,50.0
29271.0,0.0,50.0
29273.0,0.0,50.0
29275.0,0.0,50.0
29277.0,0.0,50.0
29279.0,0.0,50.0
29281.0,0.0,50.0
29283.0,0.0,50.0
29285.0,0.0,50.0
29287.0,0.0,50.0
29289.0,0.0,50.0
29291.0,0.0,50.0
29293.0,0.0,50.0
29295.0,0.0,50.0
29297.0,0.0,50.0
29299.0,0.0,50.0
29301.0,0.0,50.0
29303.0,0.0,50.0
29305.0,0.0,50.0
29307.0,0.0,50.0
29309.0,0.0,50.0
29311.0,0.0,50.0
29313.0,0.0,50.0
29315.0,0.0,50.0
29317.0,0.0,50.0
29319.0,0.0,50.0
29321.0,0.0,50.0
29323.0,0.0,50.0
29325.0,0.0,50.0
29327.0,0.0,50.0
29329.0,0.0,50.0
29331.0,0.0,50.0
29333.0,0.0,50.0
29335.0,0.0,50.0
29337.0,0.0,50.0
29339.0,0.0,50.0
29341.0,0.0,50.0
29343.0,0.0,50.0
29345.0,0.0,50.0
29347.0,0.0,50.0
29349.0,0.0,50.0
29351.0,0.0,50.0
29353.0,0.0,50.0
29355.0,0.0,50.0
29357.0,0.0,50.0
29359.0,0.0,50.0
29361.0,0.0,50.0
29363.0,0.0,50.0
29365.0,0.0,50.0
29367.0,0.0,50.0
29369.0,0.0,50.0
29371.0,0.0,50.0
29373.0,0.0,50.0
29375.0,0.0,50.0
29377.0,0.0,50.0
29379.0,0.0,50.0
29381.0,0.0,50.0
29383.0,0.0,50.0
29385.0,0.0,50.0
29387.0,0.0,50.0
29389.0,0.0,50.0
29391.0,0.0,50.0
29393.0,0.0,50.0
29395.0,0.0,50.0
29397.0,0.0,50.0
29399.0,0.0,50.0
29401.0,0.0,50.0
29403.0,0.0,50.0
29405.0,0.0,50.0
29407.0,0.0,50.0
29409.0,0.0,50.0
29411.0,0.0,50.0
29413.0,0.0,50.0
29415.0,0.0,50.0
29417.0,0.0,50.0
29419.0,0.0,50.0
29421.0,0.0,50.0
29423.0,0.0,50.0
29425.0,0.0,50.0
29427.0,0.0,50.0
29429.0,0.0,50.0
