# WARN: f_start=0.200Hz chi co 1.0 chu ky trong 5s
# Nen tang duration hoac tang f_start
# ============================================
368591.0,0.0,36.85
368593.0,0.0,36.83
# CHIRP SWEEP: f=0.2000->1.0000Hz  A=0.800  off=0.000  T=5s
# Sample rate: 500 Hz  |  Baud: 460800
# t_ms,pwm_pct,alpha_deg
# ============================================
368595.0,0.0,36.86
# BASELINE_START
368597.0,0.0,36.83
368599.0,0.0,36.83
368601.0,0.0,36.85
368603.0,0.0,36.85
368605.0,0.0,36.85
368607.0,0.0,36.85
368609.0,0.0,36.83
368611.0,0.0,36.85
368613.0,0.0,36.86
368615.0,0.0,36.84
368617.0,0.0,36.84
368619.0,0.0,36.86
368621.0,0.0,36.84
368623.0,0.0,36.84
368625.0,0.0,36.85
368627.0,0.0,36.85
368629.0,0.0,36.85
368631.0,0.0,36.84
368633.0,0.0,36.85
368635.0,0.0,36.85
368637.0,0.0,36.85
368639.0,0.0,36.85
368641.0,0.0,36.85
368643.0,0.0,36.85
368645.0,0.0,36.85
368647.0,0.0,36.84
368649.0,0.0,36.86
368651.0,0.0,36.85
368653.0,0.0,36.85
368655.0,0.0,36.85
368657.0,0.0,36.85
368659.0,0.0,36.85
368661.0,0.0,36.85
368663.0,0.0,36.84
368665.0,0.0,36.84
368667.0,0.0,36.86
368669.0,0.0,36.87
368671.0,0.0,36.84
368673.0,0.0,36.85
368675.0,0.0,36.86
368677.0,0.0,36.85
368679.0,0.0,36.85
368681.0,0.0,36.85
368683.0,0.0,36.84
368685.0,0.0,36.86
368687.0,0.0,36.86
368689.0,0.0,36.84
368691.0,0.0,36.85
368693.0,0.0,36.85
368695.0,0.0,36.84
368697.0,0.0,36.85
368699.0,0.0,36.84
368701.0,0.0,36.85
368703.0,0.0,36.84
368705.0,0.0,36.85
368707.0,0.0,36.84
368709.0,0.0,36.86
368711.0,0.0,36.85
368713.0,0.0,36.84
368715.0,0.0,36.86
368717.0,0.0,36.85
368719.0,0.0,36.84
368721.0,0.0,36.85
368723.0,0.0,36.85
368725.0,0.0,36.85
368727.0,0.0,36.85
368729.0,0.0,36.85
368731.0,0.0,36.84
368733.0,0.0,36.85
368735.0,0.0,36.84
368737.0,0.0,36.84
368739.0,0.0,36.85
368741.0,0.0,36.85
368743.0,0.0,36.84
368745.0,0.0,36.85
368747.0,0.0,36.85
368749.0,0.0,36.84
368751.0,0.0,36.85
368753.0,0.0,36.86
368755.0,0.0,36.84
368757.0,0.0,36.85
368759.0,0.0,36.85
368761.0,0.0,36.84
368763.0,0.0,36.84
368765.0,0.0,36.85
368767.0,0.0,36.85
368769.0,0.0,36.87
368771.0,0.0,36.85
368773.0,0.0,36.85
368775.0,0.0,36.86
368777.0,0.0,36.85
368779.0,0.0,36.83
368781.0,0.0,36.86
368783.0,0.0,36.85
368785.0,0.0,36.85
368787.0,0.0,36.85
368789.0,0.0,36.85
368791.0,0.0,36.85
368793.0,0.0,36.85
368795.0,0.0,36.85
368797.0,0.0,36.83
368799.0,0.0,36.84
368801.0,0.0,36.85
368803.0,0.0,36.86
368805.0,0.0,36.87
368807.0,0.0,36.85
368809.0,0.0,36.85
368811.0,0.0,36.85
368813.0,0.0,36.85
